Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year,Boro,BORO_NM
1-00620-7502,223 WEST 10 STREET,GREENWICH VILLAGE-WEST,R2  -WALK-UP,40,1893.0,22157,1005485,249266.0,756219,6087008.0,2018,1,MANHATTAN
1-01043-7503,350 WEST 53 STREET,MIDTOWN WEST,R4  -ELEVATOR,66,2005.0,56935,2850166,539174.0,2310992,18600999.0,2018,1,MANHATTAN
1-01646-7501,1865 2 AVENUE,HARLEM-EAST,RR  -CONRENT,17,1987.0,22626,671540,198883.0,472657,3726000.0,2018,1,MANHATTAN
1-01171-7504,120 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4  -ELEVATOR,276,2004.0,263003,13636706,3234937.0,10401769,83722960.0,2018,1,MANHATTAN
1-00839-7502,66 WEST 38 STREET,FASHION,RR  -CONRENT,299,2001.0,279090,14920151,4295195.0,10624956,85520000.0,2018,1,MANHATTAN
1-00839-7502,66 WEST 38 STREET,FASHION,RR  -CONRENT,75,1984.0,48861,1953463,801809.0,1151654,9262000.0,2018,1,MANHATTAN
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,62,2003.0,82086,4031243,1145100.0,2886143,23230003.0,2018,1,MANHATTAN
1-00695-7503,555 WEST 23 STREET,CHELSEA,R4  -ELEVATOR,336,2005.0,272102,15142476,5237964.0,9904512,79720994.0,2018,1,MANHATTAN
1-01845-7502,352 CATHEDRAL PARKWAY,MANHATTAN VALLEY,R4  -ELEVATOR,25,2005.0,50523,1410097,582025.0,828072,6482003.0,2018,1,MANHATTAN
1-01755-7501,69 EAST 130 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,25,2004.0,40418,1369362,563023.0,806339,6427999.0,2018,1,MANHATTAN
1-01674-7501,333 EAST 102 STREET,HARLEM-EAST,R9  -CONDOPS,233,2003.0,315656,11587732,3355423.0,8232309,65943000.0,2018,1,MANHATTAN
1-00860-7501,43 EAST 30 STREET,MURRAY HILL,R4  -ELEVATOR,40,1922.0,51804,2864243,900354.0,1963889,15807002.0,2018,1,MANHATTAN
1-00716-7501,444 WEST 19 STREET,CHELSEA,R4  -ELEVATOR,42,1900.0,49892,2984041,423084.0,2560957,20612993.0,2018,1,MANHATTAN
1-01901-7501,106 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,30,2003.0,52916,1435082,420153.0,1014929,7920000.0,2018,1,MANHATTAN
1-01901-7501,101 WEST 117 STREET,HARLEM-CENTRAL,R9  -CONDOPS,23,2003.0,37719,1217192,336453.0,880739,6993000.0,2018,1,MANHATTAN
1-01683-7501,324 EAST 112 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2004.0,22295,908744,251265.0,657479,5291998.0,2018,1,MANHATTAN
1-01578-7502,48 EAST END AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,32,1910.0,12888,724563,235206.0,489357,3938998.0,2018,1,MANHATTAN
1-00303-7501,87 BOWERY,CHINATOWN,R4  -ELEVATOR,8,1910.0,8188,363711,110292.0,253419,2039997.0,2018,1,MANHATTAN
1-00482-7502,210 LAFAYETTE STREET,SOHO,R4  -ELEVATOR,52,2005.0,73057,3622897,827005.0,2795892,22503996.0,2018,1,MANHATTAN
1-01228-7503,223 WEST 80 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,12,2004.0,21807,1114120,300719.0,813401,6547003.0,2018,1,MANHATTAN
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,RR  -CONRENT,75,2003.0,68815,1986001,691591.0,1294410,10173000.0,2018,1,MANHATTAN
1-01924-7502,276 WEST 119 STREET,HARLEM-CENTRAL,RR  -CONRENT,22,2004.0,19500,556920,195195.0,361725,2840000.0,2018,1,MANHATTAN
1-01848-7501,304 WEST 115 STREET,MANHATTAN VALLEY,R4  -ELEVATOR,15,2004.0,21583,505474,242593.0,262881,2008000.0,2018,1,MANHATTAN
1-02079-7501,529 WEST 147 STREET,HARLEM-UPPER,R4  -ELEVATOR,12,2005.0,12000,324720,113280.0,211440,1648999.0,2018,1,MANHATTAN
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4  -ELEVATOR,12,2003.0,8664,294749,112805.0,181944,1450001.0,2018,1,MANHATTAN
1-01903-7501,100 WEST 119 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,25,1910.0,44329,1393260,686213.0,707047,5613989.0,2018,1,MANHATTAN
1-00544-7502,443 LAFAYETTE STREET,GREENWICH VILLAGE-CENTRAL,R9  -CONDOPS,39,2004.0,116535,5625144,617636.0,5007508,40305000.0,2018,1,MANHATTAN
1-00843-7502,15 EAST 15 STREET,FLATIRON,R2  -WALK-UP,2,1910.0,3278,153771,29731.0,124040,998000.0,2018,1,MANHATTAN
1-01075-7501,516 WEST 47 STREET,CLINTON,R4  -ELEVATOR,151,2003.0,116904,5335499,2078553.0,3256946,26214993.0,2018,1,MANHATTAN
1-00440-7503,431 EAST 12 STREET,EAST VILLAGE,R2  -WALK-UP,13,1900.0,20099,944050,397558.0,546492,4398996.0,2018,1,MANHATTAN
1-01274-7504,768 5 AVENUE,MIDTOWN WEST,R4  -ELEVATOR,164,1907.0,395521,23573052,5750875.0,17822177,143450002.0,2018,1,MANHATTAN
1-00204-7501,158 HESTER STREET,CHINATOWN,R4  -ELEVATOR,61,2004.0,60962,3004817,615107.0,2389710,19235002.0,2018,1,MANHATTAN
1-01385-7502,33 EAST 70 STREET,UPPER EAST SIDE (59-79),R9  -CONDOPS,62,1928.0,273875,13463695,4116341.0,9347354,75236000.0,2018,1,MANHATTAN
1-02044-7502,24 BRADHURST AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,26,1920.0,35390,941374,365225.0,576149,4491000.0,2018,1,MANHATTAN
1-01646-7502,215 EAST 96 STREET,HARLEM-EAST,R9  -CONDOPS,215,2005.0,184939,8542332,3253077.0,5289255,42573000.0,2018,1,MANHATTAN
1-01848-7502,316 WEST 116 STREET,MANHATTAN VALLEY,R4  -ELEVATOR,14,1900.0,24987,518980,238876.0,280104,2096003.0,2018,1,MANHATTAN
1-01943-7503,304 WEST 117 STREET,HARLEM-CENTRAL,RR  -CONRENT,116,2005.0,147404,3869355,1276519.0,2592836,20140000.0,2018,1,MANHATTAN
1-01373-7501,455 MAIN STREET,ROOSEVELT ISLAND,R4  -ELEVATOR,230,2004.0,184076,7821389,2527363.0,5294026,42610999.0,2018,1,MANHATTAN
1-01020-7502,1600 BROADWAY,MIDTOWN WEST,R4  -ELEVATOR,137,2005.0,165323,8948934,1656536.0,7292398,58696001.0,2018,1,MANHATTAN
1-01820-7502,125 CENTRAL PARK NORTH,HARLEM-CENTRAL,R4  -ELEVATOR,17,1920.0,22039,770483,172786.0,597697,4784000.0,2018,1,MANHATTAN
1-01010-7505,100 WEST 58 STREET,MIDTOWN WEST,R4  -ELEVATOR,103,1926.0,121921,6320385,1777608.0,4542777,36564981.0,2018,1,MANHATTAN
1-01753-7501,23 EAST 128 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2005.0,12018,283144,99028.0,184116,1406999.0,2018,1,MANHATTAN
1-00434-7504,107 AVENUE A,EAST VILLAGE,R4  -ELEVATOR,10,1920.0,10461,534034,206396.0,327638,2636999.0,2018,1,MANHATTAN
1-00803-7503,145 WEST 27 STREET,CHELSEA,R4  -ELEVATOR,10,1902.0,16720,853389,233913.0,619476,4986003.0,2018,1,MANHATTAN
1-01602-7502,21 EAST 96 STREET,UPPER EAST SIDE (96-110),R4  -ELEVATOR,9,2006.0,29100,1202994,379755.0,823239,6625999.0,2018,1,MANHATTAN
1-01729-7503,7 WEST 131 STREET,HARLEM-CENTRAL,R2  -WALK-UP,12,2004.0,15230,479440,142401.0,337039,2672000.0,2018,1,MANHATTAN
1-01032-7501,350 WEST 42 STREET,MIDTOWN WEST,R4  -ELEVATOR,528,2004.0,604403,33405354,8775932.0,24629422,198240935.0,2018,1,MANHATTAN
1-01331-7503,207 EAST 57 STREET,MIDTOWN EAST,R4  -ELEVATOR,67,2005.0,104916,5332880,1591576.0,3741304,30114002.0,2018,1,MANHATTAN
1-01828-7503,2072 FRED DOUGLASS BOULEVARD,HARLEM-CENTRAL,R2  -WALK-UP,13,1900.0,6866,221085,87885.0,133200,1057997.0,2018,1,MANHATTAN
1-00636-7502,3 WEEHAWKEN STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,20,1900.0,11852,564748,188921.0,375827,3025000.0,2018,1,MANHATTAN
1-01152-7501,225 WEST 60 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,80,2004.0,86299,4365003,1068382.0,3296621,26534003.0,2018,1,MANHATTAN
1-01823-7502,61 LENOX AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,15,1900.0,18567,500566,154849.0,345717,2700002.0,2018,1,MANHATTAN
1-00079-7503,71 NASSAU STREET,FINANCIAL,R4  -ELEVATOR,67,1906.0,66575,3297460,1068529.0,2228931,17941002.0,2018,1,MANHATTAN
1-00425-7502,199 BOWERY,LOWER EAST SIDE,R4  -ELEVATOR,63,2000.0,56479,2598034,633130.0,1964904,15815001.0,2018,1,MANHATTAN
1-01945-7503,444 MANHATTAN AVENUE,HARLEM-CENTRAL,RR  -CONRENT,123,2006.0,99275,3177793,635360.0,2542433,20184000.0,2018,1,MANHATTAN
1-00814-7501,1031 6 AVENUE,FASHION,R4  -ELEVATOR,89,2004.0,97349,5759167,1320052.0,4439115,35730008.0,2018,1,MANHATTAN
1-01330-7501,212 EAST 57 STREET,MIDTOWN EAST,R4  -ELEVATOR,38,2004.0,70308,3246823,729094.0,2517729,20264998.0,2018,1,MANHATTAN
1-01988-7502,504 WEST 136 STREET,HARLEM-WEST,R4  -ELEVATOR,29,2006.0,31308,815260,269562.0,545698,4234996.0,2018,1,MANHATTAN
1-00716-7502,452 WEST 19 STREET,CHELSEA,R4  -ELEVATOR,20,1920.0,22920,1081366,298877.0,782489,6298001.0,2018,1,MANHATTAN
1-01146-7504,311 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),R4  -ELEVATOR,8,1900.0,13182,539539,141179.0,398360,3206003.0,2018,1,MANHATTAN
1-00345-7501,154 ATTORNEY STREET,LOWER EAST SIDE,R4  -ELEVATOR,41,2004.0,39643,1597613,562534.0,1035079,8325004.0,2018,1,MANHATTAN
1-01681-7501,2132 2 AVENUE,HARLEM-EAST,R4  -ELEVATOR,31,2006.0,32483,1428278,243947.0,1184331,9533014.0,2018,1,MANHATTAN
1-00411-7503,133 ESSEX STREET,LOWER EAST SIDE,R4  -ELEVATOR,16,1900.0,14130,752423,218167.0,534256,4300002.0,2018,1,MANHATTAN
1-01727-7501,380 LENOX AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,77,2005.0,131237,3521089,1555158.0,1965931,15317997.0,2018,1,MANHATTAN
1-00594-7505,255 HUDSON STREET,SOHO,R4  -ELEVATOR,64,2005.0,94226,4655707,1282416.0,3373291,27150998.0,2018,1,MANHATTAN
1-01544-7501,350 EAST 82 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,148,1998.0,213419,11407246,3568366.0,7838880,63095007.0,2018,1,MANHATTAN
1-01882-7502,545 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4  -ELEVATOR,55,2005.0,79805,3395703,775705.0,2619998,21087999.0,2018,1,MANHATTAN
1-00028-7501,82 BEAVER STREET,FINANCIAL,R4  -ELEVATOR,126,1987.0,96902,4662924,1398296.0,3264628,26277004.0,2018,1,MANHATTAN
1-01345-7501,310 EAST 53 STREET,MIDTOWN EAST,R4  -ELEVATOR,84,2006.0,166692,7201094,1091833.0,6109261,49173012.0,2018,1,MANHATTAN
1-00794-7501,130 WEST 19 STREET,CHELSEA,R4  -ELEVATOR,64,2005.0,118000,4999660,464920.0,4534740,36500021.0,2018,1,MANHATTAN
1-00144-7502,36 HUDSON STREET,TRIBECA,R4  -ELEVATOR,12,1910.0,27928,1257039,355244.0,901795,7257999.0,2018,1,MANHATTAN
1-01270-7501,40 WEST 55 STREET,MIDTOWN WEST,R4  -ELEVATOR,35,1925.0,44350,1950957,739315.0,1211642,9751993.0,2018,1,MANHATTAN
1-00274-7503,44 MARKET STREET,LOWER EAST SIDE,R4  -ELEVATOR,16,2004.0,9744,479015,133883.0,345132,2777999.0,2018,1,MANHATTAN
1-00091-7501,119 FULTON STREET,SOUTHBRIDGE,R4  -ELEVATOR,19,1919.0,28150,1299967,426754.0,873213,7027998.0,2018,1,MANHATTAN
1-01125-7502,27 WEST 72 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,158,1924.0,234905,12384192,3777272.0,8606920,69276996.0,2018,1,MANHATTAN
1-01253-7503,230 RIVERSIDE DRIVE,UPPER WEST SIDE (79-96),R4  -ELEVATOR,259,1931.0,208241,8440008,2946610.0,5493398,44216011.0,2018,1,MANHATTAN
1-00866-7502,30 EAST 37 STREET,MURRAY HILL,R4  -ELEVATOR,99,1952.0,87697,4212964,1030440.0,3182524,25616001.0,2018,1,MANHATTAN
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4  -ELEVATOR,18,2001.0,11861,569447,155498.0,413949,3332000.0,2018,1,MANHATTAN
1-00595-7504,330 SPRING STREET,SOHO,R4  -ELEVATOR,40,2005.0,68865,3393667,515110.0,2878557,23169001.0,2018,1,MANHATTAN
1-00866-7501,11 EAST 36 STREET,MURRAY HILL,R4  -ELEVATOR,64,1912.0,68026,3142801,906787.0,2236014,17998004.0,2018,1,MANHATTAN
1-00385-7501,254 EAST 2 STREET,ALPHABET CITY,RR  -CONRENT,47,2005.0,36472,2015078,540880.0,1474198,11866000.0,2018,1,MANHATTAN
1-01042-7502,310 WEST 52 STREET,MIDTOWN WEST,R4  -ELEVATOR,215,2005.0,249339,14117574,2837478.0,11280096,90793002.0,2018,1,MANHATTAN
1-00078-7507,111 WILLIAM STREET,FINANCIAL,R4  -ELEVATOR,73,1909.0,89994,4809279,1305813.0,3503466,28198996.0,2018,1,MANHATTAN
1-01627-7501,158 EAST 100 STREET,HARLEM-EAST,R4  -ELEVATOR,12,2004.0,6342,263256,91071.0,172185,1385998.0,2018,1,MANHATTAN
1-00142-7502,200 CHAMBERS STREET,TRIBECA,R4  -ELEVATOR,311,2005.0,314373,17743212,4376072.0,13367140,107590964.0,2018,1,MANHATTAN
1-01090-7501,621 WEST 42 STREET,CLINTON,R4  -ELEVATOR,478,2005.0,467344,23937360,7206444.0,16730916,134666016.0,2018,1,MANHATTAN
1-01184-7501,22 RIVERSIDE DRIVE,UPPER WEST SIDE (59-79),R4  -ELEVATOR,22,1931.0,45600,2018712,792072.0,1226640,9873000.0,2018,1,MANHATTAN
1-01349-7502,330 EAST 57 STREET,MIDTOWN EAST,R4  -ELEVATOR,14,2005.0,41406,2079409,527512.0,1551897,12491002.0,2018,1,MANHATTAN
1-00515-7501,139 WOOSTER STREET,SOHO,R4  -ELEVATOR,16,2006.0,37591,2303952,691298.0,1612654,12979996.0,2018,1,MANHATTAN
1-02045-7501,68 BRADHURST AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,180,2005.0,204835,7283933,3525210.0,3758723,30059999.0,2018,1,MANHATTAN
1-00807-7501,125 WEST 31 STREET,FASHION,RR  -CONRENT,365,2005.0,341960,20616768,3087899.0,17528869,141089000.0,2018,1,MANHATTAN
1-00807-7501,125 WEST 31 STREET,FASHION,R9  -CONDOPS,93,2005.0,75799,4486543,959615.0,3526928,28388000.0,2018,1,MANHATTAN
1-01223-7503,100 WEST 93 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,279,1973.0,246842,6556124,3204009.0,3352115,26118985.0,2018,1,MANHATTAN
1-00068-7501,80 JOHN STREET,FINANCIAL,R4  -ELEVATOR,145,1927.0,186512,9413261,3006573.0,6406688,51566999.0,2018,1,MANHATTAN
1-01263-7501,16 WEST 48 STREET,MIDTOWN WEST,R4  -ELEVATOR,152,2005.0,148385,8505428,1924553.0,6580875,52969009.0,2018,1,MANHATTAN
1-01753-7502,50 EAST 129 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,18,2004.0,15023,477281,181328.0,295953,2348000.0,2018,1,MANHATTAN
1-01831-7501,245 WEST 115 STREET,HARLEM-CENTRAL,R2  -WALK-UP,20,1900.0,7852,298690,107965.0,190725,1531000.0,2018,1,MANHATTAN
1-00820-7504,16 WEST 19 STREET,FLATIRON,R4  -ELEVATOR,57,1906.0,68376,3509740,692649.0,2817091,22675994.0,2018,1,MANHATTAN
1-01826-7502,220 WEST 111 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,24,1900.0,18540,560650,184658.0,375992,2974003.0,2018,1,MANHATTAN
1-00473-7503,425 BROOME STREET,SOHO,R4  -ELEVATOR,18,1874.0,27023,794206,255367.0,538839,4247999.0,2018,1,MANHATTAN
1-00858-7501,31 EAST 28 STREET,MURRAY HILL,R4  -ELEVATOR,22,1913.0,42940,2055538,390754.0,1664784,13399996.0,2018,1,MANHATTAN
1-01436-7503,1115 1 AVENUE,UPPER EAST SIDE (59-79),RR  -CONRENT,45,2005.0,28035,718817,270818.0,447999,3469000.0,2018,1,MANHATTAN
1-01607-7501,1200 5 AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,46,1928.0,120464,6409889,1812983.0,4596906,36999993.0,2018,1,MANHATTAN
1-02094-7501,706 RIVERSIDE DRIVE,HARLEM-UPPER,R4  -ELEVATOR,50,1913.0,86020,2253724,1089013.0,1164711,9061001.0,2018,1,MANHATTAN
1-01165-7505,2112 BROADWAY,UPPER WEST SIDE (59-79),R4  -ELEVATOR,29,1928.0,90440,4605205,1162154.0,3443051,27713000.0,2018,1,MANHATTAN
1-01946-7501,313 WEST 119 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,54,2006.0,67413,2097218,750307.0,1346911,10661002.0,2018,1,MANHATTAN
1-01828-7505,2082 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R2  -WALK-UP,14,1900.0,6846,254192,107003.0,147189,1180004.0,2018,1,MANHATTAN
1-00525-7506,184 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R4  -ELEVATOR,144,1910.0,85234,3786947,1133612.0,2653335,21356993.0,2018,1,MANHATTAN
1-00621-7503,382 BLEECKER STREET,GREENWICH VILLAGE-WEST,R2  -WALK-UP,21,1914.0,13648,768928,211817.0,557111,4483999.0,2018,1,MANHATTAN
1-01914-7502,381 LENOX AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,19,2007.0,27715,902123,366947.0,535176,4253002.0,2018,1,MANHATTAN
1-01250-7503,317 WEST 89 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,24,1920.0,60480,2929046,902966.0,2026080,16308001.0,2018,1,MANHATTAN
1-01510-7501,1438 3 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,94,1985.0,138096,6795704,1549437.0,5246267,42227012.0,2018,1,MANHATTAN
1-01908-7502,138 WEST 124 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,21,1906.0,46991,1123085,519720.0,603365,4629001.0,2018,1,MANHATTAN
1-01569-7503,400 EAST 90 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,128,1999.0,112798,4881897,1065941.0,3815956,30714002.0,2018,1,MANHATTAN
1-01887-7501,306 WEST 97 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,61,1920.0,90386,2571482,789070.0,1782412,14007994.0,2018,1,MANHATTAN
1-01054-7502,406 WEST 45 STREET,CLINTON,R4  -ELEVATOR,21,1920.0,26041,1300748,397125.0,903623,7273000.0,2018,1,MANHATTAN
1-00916-7501,649 2 AVENUE,MURRAY HILL,R9  -CONDOPS,44,1960.0,23653,1195186,349828.0,845358,6804000.0,2018,1,MANHATTAN
1-00821-7503,650 6 AVENUE,FLATIRON,R4  -ELEVATOR,67,1906.0,95000,5174650,1083950.0,4090700,32929021.0,2018,1,MANHATTAN
1-02095-7501,608 WEST 149 STREET,HARLEM-UPPER,R4  -ELEVATOR,46,2005.0,67805,2121618,901128.0,1220490,9668015.0,2018,1,MANHATTAN
1-01930-7501,267 WEST 124 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,11,1910.0,25230,764217,317393.0,446824,3533997.0,2018,1,MANHATTAN
1-01724-7501,50 WEST 127 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,23,2005.0,32150,950997,423094.0,527903,4159006.0,2018,1,MANHATTAN
1-02041-7503,2605 FRED DOUGLASS BOULEVARD,HARLEM-CENTRAL,R4  -ELEVATOR,14,1894.0,18306,669633,223333.0,446300,3580999.0,2018,1,MANHATTAN
1-02045-7502,102 BRADHURST AVENUE,HARLEM-CENTRAL,R9  -CONDOPS,135,2005.0,164085,4387633,2028091.0,2359542,18371000.0,2018,1,MANHATTAN
1-01151-7502,10 WEST END AVENUE,UPPER WEST SIDE (59-79),R4  -ELEVATOR,170,2005.0,213067,10050370,2831660.0,7218710,58102991.0,2018,1,MANHATTAN
1-00822-7504,15 WEST 20 STREET,FLATIRON,R4  -ELEVATOR,17,1906.0,41659,1922563,307860.0,1614703,12997001.0,2018,1,MANHATTAN
1-01240-7502,220 WEST 93 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,58,1926.0,116997,4720829,1800584.0,2920245,23504999.0,2018,1,MANHATTAN
1-01397-7505,140 EAST 63 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,86,1927.0,128842,6226934,1734213.0,4492721,36162002.0,2018,1,MANHATTAN
1-01807-7501,414 EAST 120 STREET,HARLEM-EAST,R4  -ELEVATOR,12,2006.0,9745,252785,90823.0,161962,1255996.0,2018,1,MANHATTAN
1-01922-7501,227 WEST 116 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,16,1910.0,15210,530981,211571.0,319410,2557002.0,2018,1,MANHATTAN
1-00865-7502,1 EAST 35 STREET,MURRAY HILL,RR  -CONRENT,91,2005.0,92176,4351629,1497860.0,2853769,22970000.0,2018,1,MANHATTAN
1-01599-7502,40 WEST 116 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,249,2006.0,395140,13260898,5322536.0,7938362,63234005.0,2018,1,MANHATTAN
1-02025-7501,202 WEST 140 STREET,HARLEM-CENTRAL,R2  -WALK-UP,29,1926.0,48541,1051398,350951.0,700447,5276997.0,2018,1,MANHATTAN
1-01534-7502,237 EAST 88 STREET,UPPER EAST SIDE (79-96),R2  -WALK-UP,19,1920.0,8600,470764,51342.0,419422,3375998.0,2018,1,MANHATTAN
1-00885-7501,117 EAST 29 STREET,MURRAY HILL,R4  -ELEVATOR,16,1920.0,25354,1213696,230721.0,982975,7911997.0,2018,1,MANHATTAN
1-00559-7501,108 3 AVENUE,GREENWICH VILLAGE-CENTRAL,R4  -ELEVATOR,84,2006.0,100500,5409915,1473330.0,3936585,31685001.0,2018,1,MANHATTAN
1-01250-7504,595 WEST END AVENUE,UPPER WEST SIDE (79-96),R4  -ELEVATOR,54,1923.0,55190,1911782,673318.0,1238464,9905002.0,2018,1,MANHATTAN
1-01047-7503,322 WEST 57 STREET,MIDTOWN WEST,R4  -ELEVATOR,583,1978.0,706825,33941737,5944398.0,27997339,225348980.0,2018,1,MANHATTAN
1-00695-7505,519 WEST 23 STREET,CHELSEA,R4  -ELEVATOR,11,2005.0,24000,1010640,326160.0,684480,5509000.0,2018,1,MANHATTAN
1-01871-7501,245 WEST 99 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,68,2008.0,152422,8649949,2856388.0,5793561,46632001.0,2018,1,MANHATTAN
1-00892-7503,45 PARK AVENUE,MURRAY HILL,R4  -ELEVATOR,101,2006.0,136474,6949256,1875153.0,5074103,40840996.0,2018,1,MANHATTAN
1-01411-7502,170 EAST 77 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,53,1942.0,79883,3873527,740515.0,3133012,25217003.0,2018,1,MANHATTAN
1-01945-7504,2187 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R4  -ELEVATOR,93,2006.0,108572,3449332,1107434.0,2341898,18581009.0,2018,1,MANHATTAN
1-00915-7501,225 EAST 34 STREET,MURRAY HILL,R4  -ELEVATOR,191,2007.0,222784,12010285,4239580.0,7770705,62546023.0,2018,1,MANHATTAN
1-00441-7503,421 EAST 13 STREET,EAST VILLAGE,R4  -ELEVATOR,96,2006.0,93382,4387086,1688347.0,2698739,21721993.0,2018,1,MANHATTAN
1-01540-7501,206 EAST 95 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,43,1989.0,43065,1949553,503861.0,1445692,11636004.0,2018,1,MANHATTAN
1-01820-7503,111 CENTRAL PARK NORTH,HARLEM-CENTRAL,R4  -ELEVATOR,85,2006.0,94012,3568696,1084898.0,2483798,19928007.0,2018,1,MANHATTAN
1-00799-7501,124 WEST 24 STREET,CHELSEA,R4  -ELEVATOR,20,1920.0,23621,1242701,346048.0,896653,7217002.0,2018,1,MANHATTAN
1-01888-7503,817 WEST END AVENUE,UPPER WEST SIDE (96-116),R4  -ELEVATOR,76,1920.0,116255,3343494,1455513.0,1887981,14853009.0,2018,1,MANHATTAN
1-01053-7503,464 WEST 44 STREET,CLINTON,R4  -ELEVATOR,58,2007.0,54027,2880179,569985.0,2310194,18594999.0,2018,1,MANHATTAN
1-01838-7502,425 CENTRAL PARK WEST,MANHATTAN VALLEY,R4  -ELEVATOR,61,1941.0,48500,1784315,753205.0,1031110,8274999.0,2018,1,MANHATTAN
1-01410-7504,823 PARK AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,38,1920.0,55758,2523607,844176.0,1679431,13518001.0,2018,1,MANHATTAN
1-01871-7502,2628 BROADWAY,UPPER WEST SIDE (96-116),R4  -ELEVATOR,64,2006.0,132905,5915602,1970981.0,3944621,31749997.0,2018,1,MANHATTAN
1-00896-7501,240 EAST 15 STREET,GRAMERCY,R2  -WALK-UP,8,1920.0,10036,498990,149737.0,349253,2811000.0,2018,1,MANHATTAN
1-00896-7501,242 EAST 15 STREET,GRAMERCY,R2  -WALK-UP,8,1920.0,8700,432564,129804.0,302760,2437000.0,2018,1,MANHATTAN
1-01341-7505,865 1 AVENUE,MIDTOWN EAST,R4  -ELEVATOR,81,1930.0,78000,3151980,1036620.0,2115360,17025999.0,2018,1,MANHATTAN
1-00778-7501,261 WEST 28 STREET,FASHION,R4  -ELEVATOR,52,2006.0,66978,3330816,832537.0,2498279,20107998.0,2018,1,MANHATTAN
1-01424-7503,212 EAST 70 STREET,UPPER EAST SIDE (59-79),R2  -WALK-UP,16,1900.0,9237,506649,137724.0,368925,2968999.0,2018,1,MANHATTAN
1-01484-7501,515 EAST 72 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,325,1985.0,433098,23330989,7981996.0,15348993,123543031.0,2018,1,MANHATTAN
1-01830-7501,266 WEST 115 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,15,2005.0,20184,638420,257144.0,381276,3022999.0,2018,1,MANHATTAN
1-01630-7502,117 EAST 102 STREET,HARLEM-EAST,R4  -ELEVATOR,11,2006.0,12184,401463,168992.0,232471,1849001.0,2018,1,MANHATTAN
1-00824-7501,186 5 AVENUE,FLATIRON,R4  -ELEVATOR,5,1883.0,11989,565521,153579.0,411942,3316000.0,2018,1,MANHATTAN
1-01158-7506,200 WEST END AVENUE,UPPER WEST SIDE (59-79),R4  -ELEVATOR,170,2006.0,223560,11828560,3876530.0,7952030,64004997.0,2018,1,MANHATTAN
